"","Massbank_PR310840_LPC_18_3","Massbank_PR310841_LPC_18_3","Massbank_PR310842_LPC_18_3","Massbank_RP012103_PC_16_0_0_0_Palmitoyllysolectithin_3_hexadecanoyloxy_2_hydroxypropyl_2_trimethylazaniumyl_ethyl_phosphate","PC_14_0_18_1_","PC_14_0_18_2_","PC_14_0_18_3_","PC_14_0_20_4_","PC_14_0_22_6_","PC_15_0_0_0_","PC_15_0_18_2_","PC_15_0_18_3_","PC_15_0_20_3_","PC_15_0_20_4_","PC_15_1_18_2_","PC_16_0_16_0_","PC_16_0_16_1_","PC_16_0_18_0_","PC_16_0_18_1_","PC_16_0_18_2_","PC_16_0_18_3_","PC_16_0_20_3_","PC_16_0_20_4_","PC_16_0_20_5_","PC_16_0_22_4_","PC_16_0_22_5_","PC_16_0_22_6_","PC_16_0_18_1_2_3_hexadecanoyloxy_2_octadec_9_enoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_0_20_4_2_3_hexadecanoyloxy_2_icosa_5_8_11_14_tetraenoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_0_20_5_2_3_hexadecanoyloxy_2_icosa_5_8_11_14_17_pentaenoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_1_16_1_","PC_16_1_17_1_","PC_16_1_17_2_","PC_16_1_18_1_","PC_16_1_18_2_","PC_16_1_18_3_","PC_16_1_20_4_","PC_16_2_16_0_","PC_16_2_16_1_","PC_16_2_18_1_","PC_16_2_18_2_","PC_16_3_16_0_","PC_17_0_0_0_","PC_17_0_18_1_","PC_17_0_18_2_","PC_17_0_18_3_","PC_17_1_18_1_","PC_17_1_18_2_","PC_17_2_18_2_","PC_18_0_18_2_","PC_18_0_18_3_","PC_18_0_20_2_","PC_18_0_20_3_","PC_18_0_20_4_","PC_18_0_9_0_CHO_","PC_18_1_18_1_","PC_18_1_18_2_","PC_18_1_19_1_","PC_18_1_20_1_","PC_18_1_20_3_","PC_18_1_20_4_","PC_18_1_22_1_","PC_18_1_24_0_","PC_18_1_24_1_","PC_18_1_18_2_trimethyl_2_3_octadec_11_enoyloxy_2_octadeca_9_12_dienoyloxy_propyl_phosphonato_oxy_ethyl_azanium","PC_18_2_0_0_","PC_18_2_18_2_","PC_18_2_18_3_","PC_18_2_20_0_","PC_18_2_20_1_","PC_18_2_20_2_","PC_18_2_20_4_","PC_18_2_22_0_","PC_18_2_24_0_","PC_18_3_0_0_","PC_18_3_18_3_","PC_18_3_20_2_","PC_19_1_19_1_","PC_19_1_22_1_","PC_20_1_20_1_","PC_DAG_16_0_18_3_","Spectral_Match_to_Arachidonoylthio_PC_from_NIST14","Spectral_Match_to_HEPC_from_NIST14","Spectral_Match_to_Lyso_PC_16_0_from_NIST14"
"PI656010","9.720421e+00","9.720421e+00","9.720421e+00","3.113969e+01","5.780055e+00","3.860818e+01","4.919046e+00","4.094696e+01","7.459831e+02","5.268393e-01","1.603815e+02","1.966085e+02","6.840738e+00","7.519108e+00","1.404346e+02","2.792317e+02","2.549639e+01","1.716896e+02","6.002614e+03","1.014863e+04","1.338063e+04","2.803877e+03","3.396150e+03","2.601283e+03","2.374420e+01","1.497635e+01","1.952396e+01","1.177028e+01","1.311343e+02","1.222687e+01","2.536715e+01","1.312212e+02","1.531266e+02","1.691438e+03","4.377291e+01","3.330396e+01","6.975961e+03","7.437611e+00","9.838093e+00","1.488683e+03","6.075075e+01","1.147777e+01","1.509109e+03","2.762750e+01","2.024856e+02","6.147548e+00","2.218810e+02","4.848719e+01","3.222475e+00","1.392007e+03","1.891003e+02","3.117277e+01","2.011026e+02","4.748841e+01","1.285200e+00","2.816525e+02","2.278491e+03","6.061744e+00","8.426553e+01","5.540314e+01","9.657881e+01","6.775287e+00","3.528374e+00","3.752783e+02","1.406543e+02","8.429654e+02","1.924485e+04","3.225313e+03","2.262173e+01","3.421534e+01","7.914735e+00","1.952396e+01","4.516858e-01","1.975149e+01","1.263655e+02","1.065690e+03","5.778781e+00","5.079577e+01","6.231298e-01","1.806743e+00","2.918194e+00","5.832122e+02","8.780655e-02","1.556984e+02"
"PI534163","2.132849e+00","2.132849e+00","2.132849e+00","9.649083e+00","5.244814e+00","2.661177e+00","1.657130e+00","2.607221e+00","5.188001e+02","3.758738e-02","2.408561e+01","7.877257e+01","3.010587e+00","3.387089e-01","5.626612e+01","1.253183e+02","5.305290e+00","1.734661e+01","1.427729e+03","3.406492e+03","1.045237e+04","3.743601e+02","1.751039e+02","9.961382e+02","1.742477e+00","4.203201e+00","9.008644e-01","6.817429e-01","1.269130e+01","7.377335e+00","1.657044e+00","1.970641e+01","6.189273e+01","5.677486e+02","3.071896e+02","1.951249e+00","2.606462e+03","9.034353e-01","3.314261e+00","1.175028e+03","3.729658e+00","3.866637e+00","3.502739e+02","1.259282e+00","5.795000e+01","2.898777e+00","6.816836e+01","2.307840e+01","1.451610e-01","2.089713e+02","1.256622e+02","8.261234e+00","1.877196e+01","3.484955e+00","8.612078e-02","6.039392e+01","3.324052e+02","1.314561e+00","6.648945e+01","4.065780e+00","3.060851e+01","9.807941e-01","6.090629e+00","6.163773e+00","2.458105e+01","1.245582e+02","9.922553e+02","1.210610e+03","1.826273e+01","3.004845e+00","5.808258e-01","9.008644e-01","6.538627e-02","3.244091e-01","2.772704e+01","7.411430e+02","1.681280e+00","4.026329e+01","1.266655e-01","2.615451e-01","2.047931e+01","1.483034e+02","6.264563e-03","4.824542e+01"
"PI655985","3.847765e+00","3.847765e+00","3.847765e+00","1.094654e+01","1.774245e+00","7.593008e+00","1.791179e+00","6.661005e+00","5.082801e+02","1.471888e-01","1.039257e+02","1.342890e+02","9.380260e+00","6.890786e-01","9.592073e+01","5.288314e+01","3.084591e+00","4.115053e+01","1.360753e+03","7.045185e+03","1.267743e+04","1.415300e+03","1.491847e+03","1.574536e+03","2.426665e+00","5.441710e+00","4.534927e+00","4.139926e+00","3.525278e+01","1.247450e+01","4.371245e+00","8.503015e+01","1.039527e+02","1.174197e+03","1.011702e+02","5.696863e+00","3.895261e+03","4.101886e+00","3.582358e+00","1.413099e+03","1.011098e+01","4.179417e+00","9.275043e+02","2.638354e+00","4.742171e+01","9.289820e+00","4.718228e+01","7.422812e+01","2.953194e-01","3.809129e+02","2.231207e+02","2.255413e+01","3.575925e+01","4.853330e+00","1.787070e-01","1.148297e+02","1.361186e+03","1.124211e+00","3.211287e+01","5.662218e+00","4.670604e+01","2.665154e+00","4.672006e+00","1.789331e+01","7.778169e+01","1.754778e+02","8.453800e+03","1.899335e+03","1.115911e+01","5.694959e+00","8.088883e-01","4.534927e+00","1.776769e-01","9.417531e-01","5.002095e+01","7.261145e+02","2.528707e+00","2.470871e+01","9.425708e-02","7.107077e-01","6.744682e+00","4.081426e+02","2.453146e-02","5.473271e+01"
"PI561072","2.021654e+00","2.021654e+00","2.021654e+00","9.602315e+00","1.762498e+00","6.227344e+00","4.998469e+00","3.067331e+00","2.525682e+02","3.758738e-02","1.140904e+01","6.114273e+01","6.881707e+00","2.606594e-01","4.367338e+01","8.634756e+01","4.398306e+00","3.649854e+01","1.233216e+03","2.407685e+03","7.686020e+03","6.275833e+02","4.992554e+02","8.872831e+02","2.920792e+00","1.052398e+00","1.046798e+00","4.736127e-01","6.593603e+00","8.206179e+00","3.344706e+00","9.334668e+00","4.804071e+01","4.012808e+02","1.351230e+02","2.445573e+00","2.244655e+03","2.238605e+00","9.996938e+00","8.600077e+02","4.510558e+00","1.166309e+01","4.970721e+02","2.929686e+00","3.805298e+01","6.497309e+00","3.609317e+01","5.159408e+01","1.117112e-01","1.023886e+02","1.351160e+02","1.100038e+01","1.677727e+01","5.841585e+00","3.148913e-01","2.154510e+01","4.026011e+02","6.854766e-01","1.565107e+01","6.815182e+00","8.070134e+00","1.479709e+00","2.716262e+00","6.703182e+01","2.083479e+01","5.758794e+01","2.829114e+03","1.079241e+03","1.969043e+01","2.162883e+00","9.735975e-01","1.046798e+00","9.864728e-02","3.527990e+00","2.628150e+01","3.608117e+02","4.209592e-01","3.980653e+01","1.289960e-01","3.945891e-01","9.008197e+00","1.638622e+02","6.264563e-03","4.801157e+01"
"PI576390","1.008631e+00","1.008631e+00","1.008631e+00","1.961758e+01","2.410518e+01","8.044804e+01","1.168211e+01","5.279038e+01","4.988149e+02","3.758738e-02","2.136478e+02","3.116918e+02","3.668414e+01","2.180196e+01","2.226370e+02","2.390233e+02","1.234797e+01","3.719559e+02","1.059061e+04","1.517037e+04","1.742160e+04","4.754646e+03","4.443817e+03","2.504384e+03","3.641513e+01","2.146723e+01","3.677626e+01","2.235451e+01","1.412128e+02","2.867166e+01","4.447118e+01","1.748028e+02","2.406520e+02","2.528396e+03","1.259163e+02","3.243454e+01","6.539029e+03","1.786636e+01","2.336423e+01","1.941330e+03","6.972949e+01","2.725827e+01","9.441872e+02","6.057574e+01","4.139754e+02","3.409339e+01","3.104810e+02","2.701564e+02","9.343696e+00","1.407105e+03","4.744589e+02","5.617684e+01","2.695042e+02","7.283026e+01","2.248033e-01","6.419190e+02","2.466008e+03","8.480221e+00","9.497512e+01","8.496864e+01","1.676403e+02","2.755957e+01","4.217885e+00","1.007710e+02","3.380908e+01","2.492702e+02","2.518163e+04","3.087354e+03","4.180070e+01","4.409609e+01","1.213838e+01","3.677626e+01","1.837305e+00","5.303739e+00","1.311220e+01","7.125927e+02","8.293487e+00","8.981406e+01","4.053692e-01","7.349218e+00","8.394422e+00","6.946336e+02","6.264563e-03","9.808792e+01"
"PI533989","1.207893e+00","1.207893e+00","1.207893e+00","1.565393e+01","3.589420e+00","1.040199e+01","2.687600e-01","3.536512e+00","1.509174e+02","1.444738e-01","1.788078e+01","8.300166e+01","3.098360e+00","2.414524e+00","5.928690e+01","9.646213e+01","6.749585e+00","1.390737e+02","2.390756e+03","4.149745e+03","5.620808e+03","1.180658e+03","9.651767e+02","6.970616e+02","5.385625e+00","7.089818e+00","3.418129e+00","5.864732e+00","2.701860e+01","1.071831e+01","6.568733e+00","1.462973e+01","6.195694e+01","6.916242e+02","2.453656e+02","2.721385e+00","1.852574e+03","1.768934e+00","5.375201e-01","6.354394e+02","5.120098e+00","6.271068e-01","4.123043e+02","6.661095e+00","6.562342e+01","2.842186e+00","5.176566e+01","2.248131e+01","1.034796e+00","3.385883e+02","1.455434e+02","3.030792e+01","4.528527e+01","1.077125e+01","8.057338e-02","8.258112e+01","8.219243e+02","7.034052e-01","6.048805e+01","1.256646e+01","4.313741e+01","3.867027e+00","3.733952e+01","1.213744e+02","3.660371e+01","1.860681e+02","5.469335e+03","8.576506e+02","2.600905e+01","6.094670e+00","1.795208e+00","3.418129e+00","2.578018e-01","6.388126e+00","1.570261e+01","2.155963e+02","2.576149e+00","5.579846e+01","9.543125e-02","1.031207e+00","1.635771e+01","2.418430e+02","2.407896e-02","7.826967e+01"
"PI655993","1.892535e+00","1.892535e+00","1.892535e+00","1.745234e+01","1.711305e+00","1.210506e+01","8.428457e+00","6.805168e+00","5.373252e+02","3.758738e-02","1.711723e+01","2.082813e+02","5.668753e+00","4.488286e+00","1.487723e+02","1.398991e+01","7.566194e+00","3.898981e+00","2.576662e+03","8.459232e+03","9.945003e+03","2.279943e+03","2.831557e+03","3.254270e+03","1.710531e+01","7.421882e+00","5.747361e+00","5.535060e+00","5.235919e+01","7.025913e+01","1.992874e+00","1.400500e+01","1.620241e+02","1.409872e+03","6.861712e+02","6.655344e+00","7.918882e+03","2.848250e+00","1.685691e+01","1.135497e+03","1.101315e+01","1.966640e+01","3.202982e+03","2.128263e+00","6.019812e+01","5.201846e+00","7.677903e+01","4.114786e+01","1.923551e+00","6.931490e+02","2.599146e+02","9.791400e+00","5.565351e+01","3.421061e+01","4.877975e-02","5.757441e+02","1.152624e+03","5.589841e+00","1.547537e+01","3.991238e+01","6.077395e+01","1.394217e+00","1.219314e+00","1.782561e+00","2.358598e+00","1.606496e+02","1.604549e+04","4.005857e+03","1.234958e+01","5.164153e+00","5.701769e+00","5.747361e+00","9.294780e-02","9.381902e-02","2.460295e+01","7.676075e+02","3.423571e+00","2.544827e+01","7.340918e-02","3.717912e-01","4.574475e+01","3.254224e+02","6.264563e-03","8.726168e+01"
"PI533863","1.459904e+00","1.459904e+00","1.459904e+00","8.616007e+00","2.999912e+00","2.302963e+00","2.418590e+00","2.047746e+00","2.625981e+02","3.758738e-02","5.414095e+00","8.354627e+01","1.599010e+00","1.815105e-01","5.967591e+01","1.121788e+02","2.861998e+00","5.246135e+01","1.086053e+03","2.311181e+03","5.245428e+03","5.189080e+02","3.610205e+02","8.149013e+02","7.749636e-01","1.013076e+00","5.583362e-01","3.534282e+00","5.767542e-01","6.277784e+00","2.056177e+00","4.429714e+00","6.564350e+01","3.851968e+02","1.839018e+02","2.247592e+00","2.013409e+03","2.143861e+00","4.837181e+00","5.909988e+02","3.514367e+00","5.643378e+00","6.774453e+02","3.781054e+00","3.321355e+01","1.553993e+00","3.487277e+01","1.238693e+01","7.779023e-02","1.183865e+02","7.770056e+01","8.816479e+00","1.548794e+01","1.549927e+00","3.356009e-01","3.906027e+01","2.885600e+02","2.202268e+00","1.451612e+01","1.808248e+00","1.073937e+01","1.398052e+00","3.515760e+00","1.436805e+01","7.409263e+00","6.323112e+01","2.045783e+03","1.001248e+03","1.519865e+01","2.195085e+00","2.583212e-01","5.583362e-01","9.320347e-02","7.562129e-01","1.897875e+01","3.751402e+02","4.052304e-01","3.089836e+01","1.451813e-01","3.728139e-01","1.226012e+01","1.003250e+02","6.264563e-03","4.308003e+01"
"PI533841","3.707679e+00","3.707679e+00","3.707679e+00","1.493551e+01","2.367058e+00","9.294896e+00","6.506655e+00","4.366787e+00","1.017709e+03","7.840502e-02","6.874864e+01","1.744348e+02","1.351624e+00","2.531382e+00","1.245963e+02","1.069076e+02","3.131535e+00","1.070576e+01","2.313699e+03","5.455778e+03","1.794513e+04","9.999652e+02","1.493465e+03","3.142378e+03","6.155067e+00","1.143910e+01","3.451558e+00","5.359847e-01","6.244908e+01","6.957123e+01","1.573612e+00","5.624889e+01","1.359004e+02","9.092963e+02","1.027359e+03","5.064593e+00","7.433395e+03","2.187034e+00","1.301331e+01","2.039564e+03","7.716583e+00","1.518219e+01","1.405936e+03","1.400025e+00","4.083227e+01","1.279383e+00","4.997261e+01","1.016282e+01","1.084878e+00","4.278636e+02","4.129299e+02","2.093615e+00","6.073900e+01","1.231013e+01","6.408337e-02","4.232461e+02","7.636688e+02","8.650335e-01","7.548569e+00","1.436182e+01","8.852633e+01","1.963941e-01","7.048104e+00","2.168340e+00","9.823272e-01","1.659377e+02","8.462970e+03","3.836522e+03","2.194082e+00","8.682819e+00","2.051689e+00","3.451558e+00","1.309294e-02","1.141231e-01","4.819982e+01","1.453870e+03","4.930650e+00","4.850245e+00","6.844596e-03","5.237177e-02","6.849059e+01","3.081777e+02","1.306750e-02","7.467754e+01"
"PI576428","1.819391e+00","1.819391e+00","1.819391e+00","7.961002e+00","2.778403e+00","4.893237e+00","4.205583e+00","4.814328e+00","4.526696e+02","3.758738e-02","1.587336e+01","1.232571e+02","9.867053e+00","3.344833e-01","8.804078e+01","8.684458e+01","2.996994e+00","8.540274e+01","3.172849e+03","3.647609e+03","5.659043e+03","1.031956e+03","3.442020e+02","1.343696e+03","2.213761e+00","1.109525e+00","2.849592e+00","4.684921e+00","2.051315e+01","1.358864e+01","4.597231e+00","1.298730e+01","9.450544e+01","6.079349e+02","8.309051e+01","5.153887e+00","3.552082e+03","1.430349e+00","8.411165e+00","6.324755e+02","8.155813e+00","9.813026e+00","7.730942e+02","3.281782e+00","5.991950e+01","9.617508e+00","7.338919e+01","7.669052e+01","1.433500e-01","2.895098e+02","1.768314e+02","1.091269e+01","2.021560e+01","4.427522e+00","8.929558e-02","9.226153e+01","7.623293e+02","5.296039e-01","1.725388e+01","5.165443e+00","1.027035e+01","2.071431e+00","1.069367e+01","2.377319e+01","3.153272e+01","5.660719e+01","1.950478e+03","1.659020e+03","1.691927e+01","2.802666e+00","7.379204e-01","2.849592e+00","1.380954e-01","1.251221e+00","2.365209e+01","6.466708e+02","4.438098e-01","3.451008e+01","1.164186e-01","5.523817e-01","5.539367e+00","2.506879e+02","6.264563e-03","3.980501e+01"
"PI576387","9.547283e+00","9.547283e+00","9.547283e+00","4.417612e+01","1.531118e+01","1.794694e+01","7.156005e+00","2.660684e+00","4.282362e+02","3.257787e-01","5.755818e+00","1.113865e+02","1.496115e+00","9.616457e-01","7.956176e+01","1.771933e+02","7.288143e+00","2.500452e+00","1.020454e+03","6.190174e+03","9.108474e+03","4.978288e+02","9.596259e+02","2.007410e+03","2.451255e+00","5.633199e+00","1.253413e+00","2.898506e-01","2.758216e+01","3.235664e+01","1.067620e+00","4.709306e+00","8.688661e+01","1.031696e+03","2.902011e+02","2.958989e+00","4.904313e+03","4.222810e+00","1.431201e+01","1.024951e+03","4.597915e+00","1.669735e+01","3.523065e+03","3.530010e+00","5.514770e+01","1.462948e+00","7.007314e+01","1.167042e+01","4.121339e-01","3.860933e+02","1.757215e+02","9.499343e+00","1.810249e+01","4.902511e+00","1.902707e-02","3.544532e+02","4.960205e+02","5.267531e+00","1.141287e+01","5.719596e+00","4.698108e+01","4.839837e-01","1.960223e+00","7.045877e-01","2.914428e+01","4.569456e+02","5.437880e+03","2.444241e+03","1.582022e+01","1.620946e+00","8.170851e-01","1.253413e+00","3.226558e-02","3.708356e-02","1.241147e+02","6.117660e+02","2.500592e+00","3.193122e+01","6.844596e-03","1.290623e-01","1.934674e+01","1.899445e+02","5.429645e-02","2.208806e+02"
"PI656119","1.221023e-01","1.221023e-01","1.221023e-01","8.614540e+00","2.292016e+01","6.661426e+00","6.587223e-01","1.411073e+00","3.486738e+02","3.758738e-02","3.183836e+01","1.095992e+02","1.365661e+01","4.154389e-01","7.828513e+01","1.129749e+02","9.568696e+00","2.337133e+02","3.945406e+03","5.654934e+03","3.555454e+03","1.763004e+03","3.851604e+02","1.384108e+03","1.452253e+01","2.158545e+00","3.845594e+00","1.139337e+01","1.915570e+01","1.026219e+01","5.353198e+00","2.604956e+01","8.350032e+01","9.424890e+02","6.696577e+01","1.275310e+00","3.530789e+03","5.435883e+00","1.317445e+00","3.980267e+02","2.197950e+00","1.537019e+00","8.313029e+02","3.439066e+00","1.060776e+02","1.340162e+01","1.064837e+02","1.069580e+02","1.780452e-01","5.177606e+02","1.900594e+02","3.047776e+01","7.803589e+01","2.904507e+01","6.121932e-02","1.888149e+02","1.121025e+03","4.797325e+00","3.898871e+01","3.388591e+01","1.990142e+01","4.417862e+00","1.159275e+01","2.354816e+01","4.872653e+01","7.733710e+01","2.182575e+03","1.680452e+03","1.802932e+01","1.299355e+01","4.840844e+00","3.845594e+00","2.945241e-01","1.239377e+00","1.587330e+00","4.981054e+02","8.634181e-01","3.884618e+01","2.329255e-01","1.178096e+00","4.464384e+00","3.351572e+02","6.264563e-03","4.307270e+01"
"PI651492","4.160390e-01","4.160390e-01","4.160390e-01","1.812871e+01","1.237392e+01","1.076246e+02","3.826777e+00","8.510638e+01","7.819632e+02","8.197719e-02","4.448237e+02","5.743982e+02","6.911856e+01","1.026316e+02","4.102844e+02","4.358375e+02","7.551179e+01","6.931494e+02","1.354027e+04","1.071467e+04","2.288651e+04","6.501671e+03","9.152236e+03","3.852002e+03","5.518915e+01","2.836284e+01","5.498585e+01","3.066905e+01","2.565906e+02","9.371408e+01","7.265757e+01","3.639467e+02","4.439321e+02","1.785778e+03","7.417062e+01","5.045092e+01","9.802072e+03","2.720460e+01","7.653555e+00","2.546243e+03","1.109105e+02","8.929147e+00","1.160425e+03","8.986010e+01","6.492560e+02","6.413985e+01","5.489368e+02","5.081401e+02","4.398497e+01","2.959778e+03","4.123159e+02","7.782054e+01","6.093192e+02","1.103783e+02","1.344412e-01","6.571388e+02","4.496775e+03","2.016081e+01","1.356004e+02","1.287747e+02","2.317549e+02","6.781612e+01","3.797476e+01","9.345337e+02","2.018907e+02","2.389465e+02","5.186267e+04","4.687968e+03","5.707327e+01","1.054541e+02","1.839638e+01","5.498585e+01","4.521075e+00","4.918598e+01","5.408507e+00","1.117090e+03","1.111737e+01","1.230612e+02","1.722048e+00","1.808430e+01","4.944708e+00","1.106107e+03","1.366286e-02","9.064357e+01"
"PI656060","2.866647e+00","2.866647e+00","2.866647e+00","1.984413e+01","2.127326e+01","8.697369e+01","1.994049e+00","9.385807e+00","2.379532e+02","1.565485e-01","2.263494e+02","2.078069e+02","1.080727e+01","4.293353e+00","1.484335e+02","1.755750e+02","1.697748e+01","3.090088e+02","1.029540e+04","8.321789e+03","8.587695e+03","3.453671e+03","2.857294e+03","1.561868e+03","2.809807e+01","7.140840e+00","3.701264e+01","2.016064e+01","9.398935e+01","1.228542e+01","2.713345e+01","1.851949e+02","1.578506e+02","1.386965e+03","1.185274e+02","7.673642e+00","3.815247e+03","1.391871e+01","3.988099e+00","9.594562e+02","1.395773e+01","4.652782e+00","1.975746e+03","1.437019e+01","1.393399e+02","9.446406e+00","1.436277e+02","7.421039e+01","1.840009e+00","7.096331e+02","1.631013e+02","3.737033e+01","2.027357e+02","5.619614e+01","1.475292e-01","2.902358e+02","2.591914e+03","1.120676e+01","5.664266e+01","6.556216e+01","5.332686e+01","1.701965e+01","1.881276e+01","2.770959e+02","1.421752e+02","3.503130e+02","1.619133e+04","1.887304e+03","2.919786e+01","3.443137e+01","9.366023e+00","3.701264e+01","1.134643e+00","1.458399e+01","3.726641e+01","3.399331e+02","3.064618e+00","6.202656e+01","5.909377e-01","4.538572e+00","7.901824e+00","6.217876e+02","2.609142e-02","9.922063e+01"
"PI534116","1.253911e+00","1.253911e+00","1.253911e+00","1.549393e+01","5.608928e+00","3.606271e+00","1.565712e+00","1.693597e+00","5.197228e+02","6.976171e-02","1.337467e+02","1.511620e+02","3.765955e+00","1.323943e+00","1.079728e+02","9.192727e+01","6.533961e+00","4.071883e+01","3.104244e+03","6.005823e+03","7.509607e+03","1.267779e+03","9.932714e+02","2.366944e+03","5.979216e+00","6.285712e+00","2.206159e+00","7.124997e+00","1.794986e+01","3.003928e+01","4.247345e+00","1.094291e+02","1.165325e+02","1.000971e+03","2.698251e+02","1.929446e+00","6.350575e+03","2.424072e+00","3.131423e+00","8.463930e+02","2.964308e+00","3.653327e+00","6.007788e+02","9.611597e+00","1.011107e+02","3.500122e+00","9.754450e+01","2.773514e+01","5.674043e-01","3.092843e+02","2.180601e+02","1.410997e+01","2.578314e+01","1.195843e+01","2.246105e-01","5.169547e+01","9.165630e+02","1.093647e+00","4.490228e+01","1.395150e+01","4.239404e+01","5.127545e+00","1.749188e+01","3.931254e+01","4.223619e+01","1.590385e+02","5.628538e+03","2.919187e+03","2.285719e+01","3.679645e+00","1.993072e+00","2.206159e+00","3.418363e-01","2.069081e+00","1.630084e+01","7.424611e+02","2.514285e+00","4.801713e+01","1.586287e-01","1.367345e+00","1.798834e+01","2.995122e+02","1.162695e-02","7.746967e+01"
"PI152651","1.469045e+00","1.469045e+00","1.469045e+00","1.083146e+01","5.669618e+00","9.221473e+00","7.479304e-01","1.402503e+01","5.349103e+02","3.758738e-02","3.986336e+01","1.161410e+02","7.739389e+00","2.437784e+00","8.295785e+01","1.302251e+02","5.798555e+00","2.061712e+02","4.068170e+03","4.456936e+03","1.035294e+04","1.511531e+03","1.971364e+03","1.864820e+03","7.268941e+00","1.258457e+01","1.917041e+01","9.989722e+00","7.957408e+01","1.509013e+01","5.667878e+00","3.261548e+01","8.830221e+01","7.428226e+02","1.623188e+02","1.098574e+01","4.921040e+03","3.447122e+00","1.495861e+00","1.157541e+03","2.046336e+01","1.745171e+00","6.489153e+02","2.972685e+00","1.156860e+02","7.414652e+00","1.324113e+02","5.899248e+01","1.044765e+00","9.476623e+02","1.416714e+02","3.027066e+01","1.323128e+02","1.453788e+01","4.007327e-01","1.292837e+02","1.165628e+03","4.382254e+00","7.493343e+01","1.696086e+01","9.681638e+01","2.761343e+00","1.430192e+01","2.146251e+02","6.609446e+01","2.035418e+02","1.117106e+04","2.296979e+03","2.360006e+01","2.236775e+01","2.422980e+00","1.917041e+01","1.840895e-01","1.129606e+01","1.909758e+01","7.641576e+02","5.106422e+00","5.205380e+01","2.936043e-01","7.363582e-01","1.082125e+01","3.195103e+02","6.264563e-03","5.415729e+01"
"PI533962","5.910907e+00","5.910907e+00","5.910907e+00","4.547809e+01","6.769261e+00","1.195715e+02","1.634750e+00","2.389771e+01","2.210177e+02","4.430606e-01","1.934587e+02","2.416861e+02","6.392890e+00","6.046611e+00","1.726330e+02","3.382158e+02","8.052213e+01","3.253749e+02","4.822105e+03","1.662848e+04","1.218985e+04","3.497534e+03","4.648747e+03","1.550023e+03","3.323934e+01","2.001486e+01","3.689358e+01","1.669199e+01","2.185700e+02","2.297997e+01","2.147546e+01","1.582844e+02","1.877742e+02","2.771413e+03","9.138996e+01","1.582853e+01","4.091911e+03","1.673412e+01","3.269499e+00","1.358489e+03","3.250329e+01","3.814416e+00","1.463375e+03","2.623981e+01","2.780048e+02","6.051568e+00","2.560129e+02","4.807122e+01","2.591405e+00","1.307914e+03","1.157861e+02","1.485697e+01","4.213677e+02","6.647869e+01","4.750789e-02","2.635712e+02","3.147521e+03","1.784212e+00","4.323492e+01","7.755847e+01","1.534116e+02","4.533879e+00","9.707155e+00","1.977845e+02","2.175797e+02","1.208555e+03","2.634290e+04","1.913453e+03","2.262577e+01","7.278401e+01","1.107978e+01","3.689358e+01","3.022586e-01","1.040971e+01","7.684179e+01","3.157396e+02","8.286528e+00","4.748512e+01","2.718727e-01","1.209034e+00","6.092664e+00","7.371943e+02","7.384343e-02","2.273905e+02"
"PI533821","8.841593e+00","8.841593e+00","8.841593e+00","1.205729e+01","2.916876e+01","2.785894e+01","1.435905e+01","2.151478e+01","2.151011e+03","8.816408e-02","2.475407e+02","2.588157e+02","3.502140e+01","3.468962e+00","1.848684e+02","2.111314e+02","5.597975e+01","3.467701e+00","3.491737e+03","7.878277e+03","2.514555e+04","2.490729e+03","8.574062e+02","8.087110e+03","4.934061e+00","8.548722e+00","3.370837e+00","1.105878e+01","4.797936e+01","1.157574e+02","1.093900e+00","2.025333e+02","2.079966e+02","1.313046e+03","8.178233e+02","1.380617e+01","1.253075e+04","8.577454e+00","2.871809e+01","2.830298e+03","2.889896e+01","3.350444e+01","1.472574e+03","8.814401e+00","1.235392e+02","3.477967e+01","1.550859e+02","2.779956e+02","1.486698e+00","1.223150e+03","9.644164e+02","2.115351e+01","7.440466e+01","9.868122e+00","5.239306e-02","2.951183e+02","1.673995e+03","6.679976e+00","3.726092e+01","1.151281e+01","6.715916e+01","2.573986e+01","5.296804e+00","4.648272e+00","2.193082e+00","2.014341e+02","4.858635e+03","9.558642e+03","2.819786e+01","7.642872e+00","1.644687e+00","3.370837e+00","1.715991e+00","2.446459e-01","1.149407e+02","3.072873e+03","3.855675e+00","5.818699e+01","9.382915e-02","6.863963e+00","5.452155e+01","7.318099e+02","1.469401e-02","6.028645e+01"
