,PC_18_3__0_0,PC_18_2__0_0,PC_15_0__0_0,PC_17_0__0_0_1,PC_18_0__9_0_CHO,PC_17_0__0_0_2,PC_18_3__18_3__PC_14_0__22_6,PC_16_3__16_0_PC_14_0__18_3__PC_16_2__16_1,PC_16_2__18_2__PC_14_0__20_4__PC_16_1__18_3,PC_16_1__20_4__PC_16_0__20_5__PC_18_2__18_3,PC_16_0_20_5,PC_16_1__16_1,PC_16_1__17_2__PC_15_0__18_3__PC_15_1__18_2,PC_17_2__18_2__PC_15_0__20_4,PC_14_0__18_2_PC_16_2__16_0,PC_16_2__18_2__PC_16_1__18_3__PC_14_0__20_4,PC_18_2__18_3__PC_16_0__20_5__PC_16_1__20_4,PC_16_0__20_3__PC_18_1_18_2__PC_18_1__18_2_1,PC_16_1__17_2__PC_15_1__18_2__PC_15_0__18_3,PC_16_1__17_1__PC_15_0__18_2,PC_18_2__18_2__PC_16_0__20_4,PC_14_0__18_2__PC_16_2__16_0,PC_16_0__18_3__PC_16_2__18_1,PC_16_0_20_4,PC_16_0__20_5__PC_18_2__18_3__PC_16_1__20_4,PC_18_2__20_4__PC_16_0__22_6_1,PC_16_0__20_3__PC_18_1_18_2__PC_18_1__18_2_2,PC_17_1__18_2__PC_15_0__20_3__PC_17_0__18_3_1,PC_18_1__20_4__PC_16_0__22_5__PC_18_3__20_2_1,PC_16_0__16_1__PC_14_0__18_1_1,PC_16_1__18_2__PC-DAG_16_0__18_3__PC_16_0__18_3,PC_17_1__18_2__PC_15_0__20_3__PC_17_0__18_3_2,PC_16_0__18_1_1_1,PC_18_1__20_4__PC_16_0__22_5__PC_18_3__20_2_2,PC_18_2__20_4__PC_16_0__22_6_2,PC_18_1__18_2__PC_16_0__20_3,PC_16_0__18_2__PC_16_1__18_1,PC_16_0__16_1__PC_14_0__18_1_2,PC_18_2__20_1__PC_18_0__20_3,PC_16_0__18_1_2_1,PC_17_1__18_1__PC_17_0__18_2_1,PC_18_0__18_3__PC_16_0__20_3__PC_18_1__18_2,PC_18_2__20_4__PC_16_0__22_6_3,PC_18_2__20_2__PC_18_0__20_4__C_18_1__20_3__PC_16_0__22_4,PC_16_0__16_0_1,PC_16_0__18_0,PC_18_1__18_2__PC_18_0__18_3__PC_16_0__20_3,PC_17_1__18_1__PC_17_0__18_2_2,PC_16_0__18_1_1_2,PC_16_0__18_1_2_2,PC_18_1__18_1_PC_18_0__18_2,PC_16_0__16_0_2,PC_16_0__18_1_3,PC_18_1__20_1__PC_19_1__19_1__PC_18_2__20_0,PC_18_1__20_4,PC_18_0__18_2__PC_18_1__18_1,PC_18_2__20_1__PC_18_0__20_3_1,PC_17_0__18_1,PC_18_1__18_1__PC_18_0__18_2_1,PC_18_2__20_1__PC_18_0__20_3_2,PC_18_1__19_1,PC_18_0__20_2__PC_19_1__19_1__PC_18_1__20_1__PC_18_2__20_0,PC_18_0__20_2__PC_18_1__20_1__PC_19_1__19_1,PC_18_1__22_1__PC_20_1__20_1__PC_18_2__22_0,PC_19_1__22_1,PC_18_1__24_1__PC_18_2__24_0,PC_18_1__24_0,LPC_18_3
PI597965,51.082573,1099896.6,5710.933,1084.7891,35880.707,1878.239,1346.1311,5989.16,12772.833,14518.104,4462.613,3673.2817,112547.266,40937.46,135469.67,64715.16,71314.46,1173.551,21299.611,2888458.5,71001.49,9113868,1448714.6,2020695.4,632478.75,1952620.1,350891.03,6411.31,32534.004,6120.323,48595.832,15994.295,2047.9622,207301.4,18515.424,185674.12,2204345.2,174219.16,5457690.5,395739.2,15136.553,79235.07,291724.9,1800857,72130.36,28110.615,533607.7,20585.812,67267.45,310731.78,7320.6504,11297.696,168138.12,14493.537,47877.477,6300.147,44314.094,1005.65076,2110.9531,68124.54,10210.365,14779.441,85598.836,8237.127,5036.164,44382.363,9875.637,1084.7891
PI329435,375.7851,1034811.2,6193.151,80621.54,150492.77,12974.027,1451.7638,1639.8701,1633.3208,1639.8701,1907.109,10649.847,94223.15,6835.968,52741.227,36636.184,50044.965,8914.396,6351.686,3868469.5,111792.63,6178767.5,797279.94,416635.75,177785.08,356835.3,23627.592,636.3281,51187.88,997.24835,45330,40995.69,1342.1912,761475.2,12833.795,27173.707,1966207.9,26874.42,1993847.1,294698.03,170411.89,15422.479,168817.94,249770.36,11529.397,52884.867,170662.69,659.5053,61752.254,262825.44,12984.33,903.87634,9347.013,8822.727,18109.531,3684.4097,13689.288,2127.3545,475.37372,1910.6438,3038.7534,1476.4316,2091.3147,823.9,1056.3641,6183.323,1221.7644,80621.54
PI533794,858.33606,1595106.9,8090.492,70869.734,103741.016,2851.2415,15285.678,420.86923,5669.971,5669.971,4432.0737,1897.4906,137384.97,35537.406,126910.61,70708.79,102293.49,6888.222,4614.5522,5816755.5,772752.2,4848272.5,380887.84,35087.855,268126,288756.03,379.90027,2058.8608,68292.39,2005.7405,42183.15,4092.3198,1453.8772,1274510.9,65549.375,246460.02,4723242.5,23833.516,2520891.5,15023.019,0,609888.56,340325.53,175513.34,254432.73,3678.4182,273861.84,2337.4673,510624.44,317859.78,9780.643,1559.2825,1559.2825,4515.1597,12309.078,18940.773,3925.6255,2908.1658,3272.0588,3330.5796,1015.7014,858.02454,31892.107,276.9716,124.91353,1194.9119,851.01807,70869.734
PI656029,54.19133,599113.9,1333.3323,1936.0381,34073.01,356.56006,1862.446,988.17017,8047.35,8056.485,1316.6587,9805.341,116163.445,10092.755,54326.117,42303.273,6656.0317,1361.7146,751.8257,2441826,70751.62,6110752.5,845250.5,342141.94,154234.83,527259.5,8890.039,621.6724,26124.857,1273.4485,39623.12,6937.023,1542.091,264945.7,16791.982,47631.03,1352175,38693.363,1979361.8,260361.25,14944.81,32315.326,151701.47,356473.28,16241.6045,59453.18,170347.48,15343.469,73949.664,174323.83,6510.541,1081.0781,11452.1875,9866.246,2203.239,8460.704,11865.95,359.58325,1208.3022,6406.4355,1704.1675,10301.413,55682.035,1661.9825,1137.3055,42954.156,3331.915,1936.0381
PI656103,54.8172,526033.44,1155.6489,16096.744,40797.477,662.5748,417.29337,1780.3446,1448.4172,481.77496,1560.8994,1658.2322,119465.516,2418.146,24091.902,30165.129,5415.8145,870.2683,2635.6924,2503441.5,19724.172,3215410,397979.28,405850.38,88894.1,277893.16,33681.67,433.95874,8282.074,5849.1353,17819.008,19650.814,664.97815,361505.28,13186.942,74352.195,1363846.6,26952.479,1539242.6,99028.19,6433.806,5194.06,88395.34,210671.42,1275.3604,56870.508,149167.44,2033.6625,54225.07,137807.88,1656.6104,629.7805,4324.629,4464.3574,2697.4136,4464.3574,1227.1587,230.01904,2914.0645,2592.4631,4745.315,498.164,45982.727,715.839,711.94354,61269.156,5432.0425,16096.744
PI533912,237.51973,760080.3,887.83685,32630.496,63008.035,1096.364,22453.512,3291.012,3429.5085,3291.012,2788.4758,2645.983,137906.39,8122.307,46012.13,70215.34,46810.777,10354.991,2888.0989,8622588,108182.77,7301279.5,481628.28,477523.7,49349.582,195214.1,12038.046,1781.9023,64783.027,16449.207,67262.07,18092.078,1119.4539,1434049.4,126970.54,74435.09,4120873.8,33001.797,1961523.9,217275.78,254402.4,9150.696,363980.06,230487.61,9347.954,198637.47,599919.5,12483.698,88535.77,337425.53,5292.385,2791.026,13548.281,17520.617,8791.742,10035.37,4871.6777,1107.8337,2123.1719,2836.752,15129.865,14840.005,44571.91,702.9573,1802.1378,64968.043,6526.8276,32630.496
PI534112,468.5946,1218740.5,3847.3235,28296.383,134203.47,11078.586,8682.518,28792.227,5195.302,28792.227,17393.703,7349.7686,183610.02,2817.7903,80853.12,75946.98,110767.8,15650.457,21718.225,8668390,32171.8,13300988,1695879,1122127.2,18038.023,1214541.2,55968.22,3285.2246,65978.01,9792.378,117353.05,68877.97,14543.379,950141.56,22518.67,22518.67,7722941.5,53128.88,8259480.5,169885.4,656308.94,13767.413,309282.1,1374073.2,10712.778,274279.62,529980.9,17609.74,129124.48,771662.4,11124.18,17485.24,126626.67,13932.679,5837.237,26458.562,39578.65,1398.0358,1156.582,57247.86,3090.9602,14082.991,47796.72,710.3094,2050.4104,97868.59,2148.5728,28296.383
PI533949,0,3443129.5,33927.574,108418.78,141848.78,636.322,27782.766,499.47504,14920.193,3262.9458,2964.343,3613.3599,37865.746,48632.77,74278.13,48110.293,39740.29,17528.41,23884.264,9059740,641491.5,5196205.5,163860.86,30781.773,279848.22,385531.44,4991.5615,2255.8945,41834.918,1291.485,18977.297,6514.769,399.58163,1230048,70159.88,147374.2,6461330.5,13793.013,2950353,7922.3174,4715.768,396456.03,307740.06,300711.6,170728.78,2198.3093,198107.11,3038.2688,397568.2,176266.39,16511.178,5823.1436,18762.316,6228.948,8808.179,19290.334,25103.527,4135.2764,8700.58,8565.314,1784.9918,1110.0642,23153.553,65.123535,78.19855,269.734,532.5822,108418.78
PI655991,51.97217,432032.7,2002.2927,1476.3225,19353.586,1966.4957,2671.6316,4796.5205,5100.5825,3441.149,1495.0916,11332.768,100681.39,27895.785,58070.164,37053.863,12919.981,2820.4287,837.02734,5021352.5,16464.127,5353087,513453.38,424722.72,83494.625,603050.44,55720.38,423.10986,45903.883,2236.0664,46016.035,8110.042,1118.353,349316.88,6252.5156,27561.932,2104784.8,42702.723,2733377.8,222926.1,27223.814,43745.92,202329.88,304344.06,9418.64,36583.797,165031.44,15316.1455,75394.34,185449.56,5317.3687,1107.6526,7847.3633,10837.069,13332.277,13978.336,4807.7583,3019.761,1763.65,7453.8945,14417.369,1005.14825,48073.17,3622.1152,1229.0256,42406.07,1876.9583,1476.3225
PI597961,379.87402,1982756.9,9672.415,66212.375,470951.97,2114.1807,3459.249,8344.482,15115.62,8344.482,20122.654,2556.0747,14385.439,2711.281,87998.44,76770.61,86523.914,12731.707,30665.793,6453987,132895.33,8677851,2958081.5,1398020,545633.3,1620758.6,136304.5,7035.2544,89183.16,8245.168,95925.93,26797.422,2276.9114,910499.75,18718.016,118535.64,4492850.5,130875.02,8738023,1067951,682425.7,29336.414,259502.69,1387777.6,15704.573,91442.945,529561.44,817.32513,158739.58,613686.3,6222.296,13447.952,77096.875,19620.467,25055.27,4922.232,39048.57,1894.7659,1228.6786,52177.6,5133.185,2386.7852,3227.6238,847.7989,2617.6235,14175.727,492.4986,66212.375
PI659694,69.15517,521466.38,794.99347,2035.8174,34131.426,11682.13,1190.5471,1359.6753,8434.074,1359.6753,2570.522,1506.0519,60573.34,1561.2571,73409.25,56913.867,54275.168,1454.422,9910.785,3360841.2,13199.833,5990443.5,140852.53,1157250.1,31706.643,1240770.8,49778.74,900.2115,35368.98,4347.018,28202.297,19504.293,865.6046,535915.6,19080.424,34691.438,1379087.1,64219.027,3598192.2,360767.78,11464.32,21492.518,197769.52,658105,3802.8064,53693.883,405849.7,4225.2344,106267.85,186633.6,9869.551,9818.334,40887.645,6195.9956,22039.445,16817.734,15765.785,1739.3917,1137.6875,42144.68,2415.0625,10377.658,38640.55,241.95955,738.27014,21685.21,5488.4937,2035.8174
PI629034,0,2328935.8,8209.872,7365.5317,34663.9,109.70828,7184.612,535.72906,6734.0356,6734.0356,2797.314,2630.1816,63733.86,86747.99,90409.44,78958.59,7809.0303,3442.6985,6530.122,2967799,80385.06,5464931.5,343015,9957.721,376772.3,681256.44,120.40376,1529.0977,4730.194,1814.5477,29757.682,7828.9053,1664.2853,341582.72,9605.801,190099.81,1560990.2,36435.8,2061334.5,3929.1606,3129.2612,204283.8,198124.44,364706.62,231480.9,10117.265,244500.78,9078.203,244541.8,234164.86,14446.26,13180.787,17137.861,6169.8506,5672.123,14136.765,22711.94,1670.0876,15050.381,10819.588,2345.1477,3535.1882,7072.183,0,118.85814,368.09473,482.24316,7365.5317
PI656083,53.33403,793068.6,1416.2941,27898.46,140574.58,1224.7115,5269.798,9687.518,10497.8,9687.518,1545.8687,1818.4578,71035.2,7345.1997,53350.863,52674.516,45548.32,2187.5063,10701.296,2735590,19546.13,6653650,612669.1,284776.2,73195.57,522665.03,29110.438,2310.2053,34743.402,5406.688,45043.46,32391.08,1090.859,432245.03,37822.438,83414.91,2325713.5,34748.953,4278860,629871.56,435781.6,30854.926,138898.86,365995.62,20254.77,127703.81,415533.28,11649.858,185421.81,516504.9,44020.26,2241.1284,21548.191,28454.768,22486.283,29635.299,22456.695,1931.1538,2304.115,44494.777,1537.7329,7920.546,35698.785,1457.2047,1145.6475,53622.004,1964.6206,27898.46
PI656065,0,1077719.1,2062.3137,1127.26,18579.547,29673.715,2904.1836,2873.085,24645.264,2606.752,50405.17,1938.3658,250739.88,63024.36,121432.26,181525.61,154634.62,14917.969,43555.895,8796379,21144.887,19156224,886612.44,1641583.5,366472.94,1489613.5,78173.914,4268.143,107271.484,18682.559,118953.6,65847.664,17134.494,876301.6,36440.598,33936.094,6286791.5,168039.69,9714425,360750.78,360750.78,31957.27,378665.56,1335507.4,11071.57,47052.684,1344026,36668.992,473826.62,826056.25,15682.202,22499.96,121316.805,20393.783,114118.37,22345.363,54476.926,1078.509,13469.086,108684.55,1987.071,35532.61,116623.14,15290.228,14587.821,136087.47,9439.8125,1127.26
PI533985,299.14786,2551666.8,45045.566,43188.766,91118.55,3626.5254,18220.566,570.5179,11911.397,3531.186,1865.0024,7464.4995,76351.91,18145.768,45228.785,27434.754,16401.818,8919.58,5939.462,4184087,96568.67,4186037.5,318464.62,13810.279,176677.5,292710.97,513.5896,665.5114,11060.089,991.9526,19241.41,13807.88,483.8222,1024993.3,30862.166,221438.39,1786373.9,4307.5674,2274501.5,211985.25,95.9084,266321.56,220086.38,217905.3,162410.92,1918.5908,225479.64,4562.452,248840.53,262367.2,9823.773,2019.8303,2889.6968,12554.059,8331.189,2226.419,22024.39,7696.304,10258.103,4031.8872,5214.343,1080.4935,27110.678,420.05573,66.90349,607.9292,541.6808,43188.766
PI533987,63.74858,1945005.5,21478.662,15753.22,75358.09,732.3216,22153.758,1041.9105,4014.5266,4014.5266,17546.023,14737.48,73140.04,123371.84,74314.13,32904.363,22248.115,11606.833,14924.953,4561531,494276.3,8680927,516497.7,34876.22,760666.3,492355.1,5723.7295,2177.4705,30622.11,781.8303,49503.848,3886.212,468.17706,533067.44,84360.38,2052377.1,4431982.5,43526.55,3801552.5,8996.144,84.81348,312231.25,298818.22,387664.84,331215.03,38096.527,252218.94,9617.061,437295.53,203144,34513.91,16645.277,17003.982,2405.0735,8188.914,6628.838,17887.773,2531.8547,27107.541,8339.659,2511.945,2788.9568,9338.328,158.68782,0,598.9132,141.845,15753.22
PI533924,188.23923,1337564.9,8108.7925,5774.417,88620.03,761.5737,1397.8928,3854.8782,15746.09,3854.8782,6807.235,988.6863,80726.234,4942.835,132899.61,129235.55,56273.082,10923.225,9887.343,3217528.8,64005.418,6882719,343005.06,17662.666,424228,2003332.8,123776.49,1050.433,50066.94,4433.97,47019.99,37423.164,17167.297,406521.2,35632.996,8528.8,1749746,132936.16,3731966.8,777246.25,12047.339,29496.613,259017.02,901172.06,24095.621,229168.61,424378.6,13676.39,70463.53,333464.12,20377.176,10612.721,147975.14,1782.2351,6619.3223,9822.337,28233.994,424.71265,1258.4614,31135.572,670.5976,11413.366,66087.1,1679.52,1906.6935,30075.148,8689.143,5774.417
PI548797,0,452064.72,3238.8425,52878.7,94658.43,570.93665,2275.4868,1270.1555,10110.702,1206.2626,1788.5045,8758.551,45691.285,20613.201,80549.03,40753.766,41673.383,6219.5547,2730.98,3879621.2,149316.12,6982292,488127.94,709649.6,358732.16,855199.56,108575.164,454.90558,27730.297,1311.5444,15341.257,14958.012,3707.8179,458107.6,41498.875,61938.89,2225092.2,65904.48,2591454.8,45260.098,19962.064,39130.008,254595.73,389805.25,21392.482,14544.361,239181.9,3709.9602,74592.73,198244.78,15535.32,3086.145,16872.256,8396.383,7348.1904,3075.2024,16637.232,6120.5737,1590.1935,4891.74,2388.6492,2195.7002,50151.316,2061.4458,802.53125,9519.385,2885.1587,52878.7
PI534096,0,1059252.2,1217.5981,21291.059,62594.094,531.5182,1819.8066,1230.2169,8282.8125,729.9597,334.94623,9261.985,78671.35,11261.735,38229.07,38229.07,7186.951,1336.615,206.80609,1348232.5,51625.766,2683284.8,145272.28,194159.14,33840.965,244847.56,21385.707,0,12038.647,403.73663,19565.969,5266.3813,1064.3944,80472.84,3652.5273,50697.008,686585.94,13736.991,1008824.8,82086.695,13478.479,4505.354,84889.44,122450.47,11563.063,4003.5415,87086.234,3725.9055,22806.945,44416.137,549.07306,355.9867,1224.1178,2952.8794,7283.259,2952.8794,3277.2754,154.15437,891.15063,6844.4346,1179.3086,1883.1996,66337.38,385.7254,993.95825,21171.234,2301.292,21291.059
PI533972,0,1899864.5,5084.782,10845.026,34763.56,1211.4636,27951.89,2704.0054,10116.206,17031.633,2535.2788,1735.6743,55911.688,17843.615,49665.395,65126.06,41484.64,11325.07,2509.2346,1888469.4,70224.28,3742022.5,575375.94,15516.528,58241.85,489017.44,19703.773,820.766,38908.17,602.4965,48536.293,9892.988,717.10986,865456.44,9924.843,40914.98,2809475.8,28704.475,2237778.8,118174.766,33367.78,60178.03,398969.34,282098.56,16117.766,45336.96,184407.7,13429.269,150165.39,216974.78,11172.313,1996.3438,12696.124,3327.8286,13878.951,17441.168,25532.416,1821.5232,939.66956,6480.3833,5304.7197,7873.559,41825.492,1109.8845,752.6575,5920.172,3541.8098,10845.026
PI533976,366.4998,1561044.8,6157.904,7419.4395,62270.73,343.8308,14491.791,722.03625,15466.529,5054.618,11974.377,7838.733,109555.01,27883.8,107095.47,92062.43,53178.56,6788.5615,5876.3047,3461160.2,290393.2,5385982,319741.28,20864.482,659601.25,551926,1343.0867,1698.6472,15866.013,1093.6422,48013.543,4221.804,1052.722,691220.8,35638.117,211878.34,3587726,43682.19,3670742,5409.2847,11561.031,159394.5,681885.7,608868.3,341759.97,65852.72,393103.1,13269.881,409114.25,444377.03,24031.914,39755.22,16152.227,13603.827,8173.6675,1727.2034,18016.566,1060.6578,9025.076,3271.248,444.4223,2245.595,37608.574,0,0,90.19437,2781.4946,7419.4395
PI659753,0,712173.2,1327.7034,391.00903,12607.475,1866.9019,1499.1062,1412.0686,11813.76,1412.0686,21672.98,632.0442,67489.45,7520.7905,116536.805,59605.703,68095.91,2167.7554,11074.712,3118405,27045.555,10366719,530246.25,953770.9,504087.34,863819.5,19405.143,7883.8745,13569.361,1785.0857,36645.344,20732.605,2218.3882,245030.33,14682.237,61015.613,1831304.5,57472.18,6655834.5,862092.9,11742.9,29984.432,212730.69,820495.3,15971.526,22408.484,532037.7,9795.038,124516.52,619197.5,6534.0444,9447.694,110771.555,20166.559,15798.132,2795.7812,18179.338,830.1026,7386.1284,77870.27,2376.3567,11180.808,47212.156,555.5404,1290.9059,21795.246,7286.295,391.00903
PI597972,50.486744,422263.28,975.5857,5329.2007,16647.59,628.56024,11688,1979.7697,9492.293,641.63635,1018.5866,12995.711,124025.086,10943.284,44442.438,47529.906,51161.65,8778.659,7348.353,3385032.5,111436.98,4919259.5,307590.72,345282.06,141800.16,339422,10480.539,229.92978,38994.184,3262.5112,43904.305,24105.07,602.3396,407786.03,17255.809,86456.734,1649240,23406.691,1933325.2,108217.28,22673.383,28166.078,263951.94,182661.5,27047.379,39256.96,234807.45,11996.254,71659.79,89227.86,5982.8,3292.2014,3659.9946,8791.396,7219.68,4946.295,20626.314,8504.722,8045.052,2499.7825,2692.5198,13640.883,47126.53,1442.5441,444.30835,7319.8535,1671.7902,5329.2007
PI534075,1288.6326,677859.6,2333.3765,11596.278,184725.5,138.47018,1774.5657,2774.1182,16754.371,1323.6622,6049.2524,1113.5078,75863.305,8024.6724,67865.37,107186.9,72909.44,1385.5742,19832.736,3127529.2,7385.454,10029992,864759.44,1080601,236342.52,1228248,66075.195,3888.1506,51554.03,3446.6829,95903.38,59086.176,12446.221,178099.1,16325.529,126828.805,1801451,95113.54,4850513.5,449594.62,5096.456,30841.176,209369.56,728575.3,23266.861,17545.027,1095745.2,15716.352,138041.92,434563.7,10723.64,4034.7944,40287.125,18630.842,8183.228,4643.069,68860.03,2796.1423,4272.172,103926.6,1589.4412,12376.535,57510.215,813.01685,926.99475,37112.31,1290.5153,11596.278
PI576381,308.17636,1962515,3897.3357,118113.52,230857.22,1519.2096,19022.06,442.0467,3601.0671,3334.5908,17396.338,13609.491,119850.69,27215.982,96976.55,105465.164,75253.266,7581.1885,3664.3792,8388207.5,195169.3,6770538.5,488216.8,20824.31,673214.7,481108.28,4486.278,1001.9872,50819.61,853.19464,37558.375,10827.162,1348.8484,1172215,10423.572,235310.9,4411869,37106.887,3547046,8830.261,523.77686,348964.6,440848.88,269177.6,95423.64,1807.1096,367670.22,10316.422,463925.7,207640.83,3425.4053,9989.848,7016.8887,4949.989,4222.3955,7320.6426,3463.3022,3352.1638,5672.614,5330.49,1715.6738,1526.7896,35758.324,0,68.58257,446.68158,2867.2783,118113.52
PI655982,574.95667,1074019.2,3569.0693,87537.57,254040.67,1906.1606,6703.7705,5086.9233,1619.0839,5086.9233,2394.7332,10857.251,85874.97,14175.425,61408.3,38493.62,40193.05,3304.8586,3303.7556,5220878,18782.771,8608733,651727.9,9708.009,534943.06,782962.56,33714.67,1361.4308,6321.737,1747.2999,14380.204,12873.221,1999.3584,626076.1,20776.926,38006.52,3103455.5,55881.387,5255786,424204.75,13097.988,43922,214905.56,963749.6,3232.0244,27604.617,265463.88,2514.0906,191128.5,637191.56,35909.133,8115.6533,50303.703,16944.06,17963.086,19726.277,5361.0405,1405.6376,809.42084,21164.555,1657.1604,1077.2501,34173.797,370.83264,460.52505,6094.3174,2148.521,87537.57
PI595702,0,785453.3,4712.5356,5127.318,8306.749,1058.9591,2551.4258,2850.3848,13195.053,2850.3848,3440.4275,11097.814,79797.02,7182.689,111879.99,80619.66,93262.07,7148.3535,25574.814,8673530,90647.336,7685479.5,1015121.6,537334.56,83215.05,713924.1,18719.078,563.4915,83383.875,2465.9954,48699.24,39720.555,2965.1885,976856.8,9206.739,112344.07,4141060.5,34707.484,3767812.8,256707.9,28110.25,16988.98,438971.94,298702.03,17697.225,10010.907,344161.12,5371.894,237295.17,348195.7,2466.1855,6771.389,8193.1455,17689.893,5842.099,18788.81,25992.855,7882.718,3123.8545,3015.554,22892.697,16124.157,43339.566,1296.7234,5173.427,14657.536,5753.0796,5127.318
PI533814,233.87317,1174167.8,4944.324,28362.508,41785.883,316.09998,20349.795,1560.2058,16817.398,2785.5222,15005.807,1858.7903,19871.352,10391.775,178213.08,215901.34,84330.48,2045.7837,5577.8457,3566789.5,485653.75,4636621,229040.78,9745.75,548892.06,1028432.7,4419.2705,1208.7454,5128.7046,5400.5303,47764.363,9431.3545,4822.9146,1017569.75,45466.95,238136.25,5675867,54659.73,1994921.4,6356.2524,67.32803,274692.7,318237,922611.6,49941.098,57548.375,127964.02,7840.049,412332.16,296352.2,5804.9297,11714.904,72784.35,3109.8428,14281.539,7622.4956,20211.697,1399.9846,6016.037,3006.2676,2585.877,1941.6973,27688.172,0,47.21884,154.79265,1064.1516,28362.508
PI35038,0,1212113.5,2382.0408,942.7579,14035.807,13073.695,2786.7268,2144.1365,24329.094,22081.414,20042.473,2892.337,160844.5,11711.857,174387.89,126496.44,169694.67,5815.129,43260.094,3435366.8,52726.938,7166433.5,2701239.8,1331889.8,434200.25,1369124.5,100655.48,32601.154,94664.766,17991.883,159241,87526.29,13971.582,357958.6,7770.7607,88446.29,3598023.2,129645.96,10581534,1794232.5,1282034.2,19754.217,367501.6,2638446.5,186141.33,726988.6,1709684.2,31527.8,362079.97,640437.75,2675.7095,22173.225,129683.83,27347.803,154662.47,30031.914,166478.14,16089.514,2629.8396,216450.25,12763.561,65593.19,95766.77,15586.293,7026.9985,149213.31,10851.123,942.7579
PI533810,313.19934,2950129.2,37728.23,130246.2,269090.62,427.88507,14887.023,376.70898,6081.196,8166.9526,4195.367,2376.8132,26988.312,58052.055,62943.28,42269.5,17009.29,15316.6455,26897.412,7212619,240820.62,5388483.5,207986.67,23164.266,251434.08,186436.27,1910.1115,548.2698,31183.96,345.53815,28404.324,1762.1382,265.1759,1066609.5,50122.72,204994.14,2570192.8,21318.578,3688789.2,9499.748,7802.337,311508.6,235950,6781.901,69065.59,3923.661,241461.27,1929.219,308528.88,305931.34,20877.055,5311.657,6680.038,11661.905,8241.984,5024.091,18649.086,2781.8926,4993.83,5394.485,1144.0034,451.06125,15834.612,0,0,0,145.02896,130246.2
PI656087,183.76888,1052933.5,2030.4205,73629.91,211141.05,20152.307,15041.931,5160.4937,9433.686,5160.4937,5510.0425,3590.6978,200031.27,5554.9966,159532.05,84255.26,132282.11,29868.889,39698.234,12412181,71851.414,20387930,2877338.2,1736490.8,20434.666,1225991.5,38410.57,3049.5742,137273.23,10089.773,101211.95,122760.984,13137.42,1814625.1,72508.38,13374.488,8715329,59308.5,6477232,188108.06,552516.9,19417.254,395790.44,976936.7,3948.6558,148620.53,710450.44,22251.53,196951.75,588872.25,11493.46,22731.896,37234.543,7615.6343,16259.569,33237.555,19358.303,18480.371,13801.01,46518.145,17100.54,11241.642,61573.047,6385.923,3604.0713,128167.984,5478.5728,73629.91
PI533878,161.05763,1188526.4,16406.9,15244.519,33447.53,528.5963,4858.642,3298.8362,10481.1455,2143.8687,10771.441,2213.8936,114411.03,17591.826,42824.074,108123.57,52322.17,9189.045,16543.877,7101427.5,70382.695,5756657,1054836.9,521036.7,344431.25,565138.1,45681.35,467.32336,58819.105,1113.5256,51890.695,7942.6797,1388.1115,858698.6,23473.953,86359.375,2460354,33437.78,2121826.5,293057.06,13539.191,11671.048,397863.78,194749.84,35894.48,86631.164,221153.75,13501.571,92439.25,154310.86,11432.398,5478.432,3983.602,17224.533,2439.2378,12106.267,16070.616,5407.691,7076.9385,16276.979,971.1152,3696.7805,47088.23,1428.5483,857.1539,43953.176,1626.9386,15244.519
PI534167,177.32408,618677.25,1952.6627,6443.815,39597.47,9204.603,11644.71,13374.988,5885.0884,13374.988,13140.852,20318.674,174435.44,6021.531,99050.48,92808.54,77414.805,25716.717,34532.285,11473157,14550.348,20669624,2572318.5,867619.2,145908.92,1523960.1,107402.5,1807.226,64706.39,34494.51,126304.35,48876.18,12367.873,1607736.1,58463.586,22394.516,8243475.5,49319.312,9742733,494270.75,31796.941,12406.275,346362,1231790.5,8875.035,589717.44,832591.2,19180.758,62109.062,725998.9,30102.182,16464.809,69334.41,7355.5483,7736.254,47634.562,55775.4,13859.952,11579.667,70273.836,16947.684,4775.0312,68509.56,5213.6396,3690.93,173738.52,10482.833,6443.815
PI597958,374.292,1922575.1,4648.523,40134.4,88976.016,1745.6306,5528.4927,1221.6128,13238.776,14249.234,13290.5625,10302.994,52616.72,25306.928,107572.13,42935.895,76055.7,17012.691,10826.039,5080852,169998.27,4361857,207833.22,19792.543,745528.56,485030.16,1763.1172,1377.0798,31135.223,1894.2577,34489.305,7793.6934,999.29724,866137.6,31709.39,1908956.1,2011697.5,41990.375,2757021.2,7716.7075,142.07797,437014.47,303404.2,267091.34,287701.03,3667.5916,287831.75,2725.8232,326687.62,313786.6,9112.258,5169.781,26718.867,4796.019,9986.008,10787.012,20541.146,16558.234,8893.498,4925.6597,10010.649,2191.6572,9349.71,0,0,185.0787,900.80695,40134.4
